"filename", "language", "Dart", "JSON", "comment", "blank", "total"
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/views/components/polygonItem.dart", "Dart", 39, 0, 0, 1, 40
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/views/components/silverPartners.dart", "Dart", 70, 0, 0, 4, 74
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/sponsoringCompanies/presentation/views/sponsoringCompaniesBody.dart", "Dart", 24, 0, 0, 2, 26
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/statistics/presentation/views/components/calendarFilter.dart", "Dart", 149, 0, 5, 9, 163
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/statistics/presentation/views/components/statisticsCompaniesCount.dart", "Dart", 20, 0, 0, 2, 22
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/statistics/presentation/views/components/statisticsCompaniesCountItem.dart", "Dart", 34, 0, 0, 2, 36
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/statistics/presentation/views/components/statisticsSectionTitle.dart", "Dart", 48, 0, 0, 4, 52
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/statistics/presentation/views/statisticsBody.dart", "Dart", 21, 0, 0, 3, 24
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/videosLibrary/data/models/videosModel.dart", "Dart", 49, 0, 0, 12, 61
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/videosLibrary/data/repository/videosRepo.dart", "Dart", 9, 0, 0, 1, 10
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/videosLibrary/data/repository/videosRepoImpl.dart", "Dart", 26, 0, 0, 4, 30
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/videosLibrary/presentation/manager/videos/videosBloc.dart", "Dart", 26, 0, 0, 1, 27
"/Users/yahyajawad/Desktop/Contents/Flutter/baghdad_fair/lib/features/homeBody/videosLibrary/presentation/manager/videos/videosEvents.dart", "Dart", 7, 0, 0, 1, 8
